name,type,np,ax,ay,bx,by,cx,cy,dx,dy,bb,hh,ang,az,len
beam211,beam,0,1.80000000E+001,1.20000000E+001,2.40000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam212,beam,0,6.00000000E+000,1.80000000E+001,1.20000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam213,beam,0,1.20000000E+001,1.80000000E+001,1.80000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam214,beam,0,1.80000000E+001,1.80000000E+001,2.40000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam215,beam,0,2.40000000E+001,1.80000000E+001,3.00000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam216,beam,0,3.00000000E+000,1.80000000E+001,3.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam217,beam,0,3.00000000E+000,1.20000000E+001,3.00000000E+000,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam218,beam,0,9.00000000E+000,1.80000000E+001,9.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam219,beam,0,9.00000000E+000,1.20000000E+001,9.00000000E+000,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam220,beam,0,1.50000000E+001,1.80000000E+001,1.50000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam221,beam,0,1.50000000E+001,1.20000000E+001,1.50000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam222,beam,0,1.50000000E+001,6.00000000E+000,1.50000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam223,beam,0,2.10000000E+001,1.80000000E+001,2.10000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam224,beam,0,2.10000000E+001,1.20000000E+001,2.10000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam225,beam,0,2.10000000E+001,6.00000000E+000,2.10000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam226,beam,0,9.00000000E+000,6.00000000E+000,9.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam227,beam,0,3.00000000E+000,6.00000000E+000,3.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam228,beam,0,2.70000000E+001,1.20000000E+001,2.70000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,1.20000000E+001,0.00000000E+000
beam229,beam,0,0.00000000E+000,6.00000000E+000,0.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam230,beam,0,0.00000000E+000,1.20000000E+001,0.00000000E+000,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam231,beam,0,6.00000000E+000,6.00000000E+000,6.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam232,beam,0,6.00000000E+000,1.20000000E+001,6.00000000E+000,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam233,beam,0,1.20000000E+001,0.00000000E+000,1.20000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam234,beam,0,1.20000000E+001,6.00000000E+000,1.20000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam235,beam,0,1.20000000E+001,1.20000000E+001,1.20000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam236,beam,0,1.80000000E+001,0.00000000E+000,1.80000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam237,beam,0,1.80000000E+001,6.00000000E+000,1.80000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam238,beam,0,1.80000000E+001,1.20000000E+001,1.80000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam239,beam,0,2.40000000E+001,0.00000000E+000,2.40000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam240,beam,0,2.40000000E+001,6.00000000E+000,2.40000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam241,beam,0,2.40000000E+001,1.20000000E+001,2.40000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam242,beam,0,3.00000000E+001,1.20000000E+001,3.00000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam243,beam,0,0.00000000E+000,0.00000000E+000,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam244,beam,0,6.00000000E+000,0.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam245,beam,0,1.20000000E+001,0.00000000E+000,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam246,beam,0,1.80000000E+001,0.00000000E+000,2.40000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam247,beam,0,0.00000000E+000,6.00000000E+000,6.00000000E+000,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam248,beam,0,6.00000000E+000,6.00000000E+000,1.20000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam249,beam,0,1.20000000E+001,6.00000000E+000,1.80000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam250,beam,0,1.80000000E+001,6.00000000E+000,2.40000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam251,beam,0,2.40000000E+001,6.00000000E+000,3.00000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam252,beam,0,0.00000000E+000,1.20000000E+001,6.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam253,beam,0,6.00000000E+000,1.20000000E+001,1.20000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam254,beam,0,1.20000000E+001,1.20000000E+001,1.80000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam255,beam,0,1.80000000E+001,1.20000000E+001,2.40000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam256,beam,0,0.00000000E+000,1.80000000E+001,6.00000000E+000,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam257,beam,0,6.00000000E+000,1.80000000E+001,1.20000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam258,beam,0,1.20000000E+001,1.80000000E+001,1.80000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam259,beam,0,1.80000000E+001,1.80000000E+001,2.40000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam260,beam,0,2.40000000E+001,1.80000000E+001,3.00000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam261,beam,0,3.00000000E+000,1.80000000E+001,3.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam262,beam,0,3.00000000E+000,1.20000000E+001,3.00000000E+000,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam263,beam,0,9.00000000E+000,1.80000000E+001,9.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam264,beam,0,9.00000000E+000,1.20000000E+001,9.00000000E+000,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam265,beam,0,1.50000000E+001,1.80000000E+001,1.50000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam266,beam,0,1.50000000E+001,1.20000000E+001,1.50000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam267,beam,0,1.50000000E+001,6.00000000E+000,1.50000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam268,beam,0,2.10000000E+001,1.80000000E+001,2.10000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam269,beam,0,2.10000000E+001,1.20000000E+001,2.10000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam270,beam,0,2.10000000E+001,6.00000000E+000,2.10000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam271,beam,0,2.70000000E+001,1.80000000E+001,2.70000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam272,beam,0,9.00000000E+000,6.00000000E+000,9.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam273,beam,0,3.00000000E+000,6.00000000E+000,3.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam274,beam,0,2.70000000E+001,1.20000000E+001,2.70000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,9.00000000E+000,0.00000000E+000
beam275,beam,0,0.00000000E+000,6.00000000E+000,0.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam276,beam,0,0.00000000E+000,1.20000000E+001,0.00000000E+000,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam277,beam,0,6.00000000E+000,6.00000000E+000,6.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam278,beam,0,6.00000000E+000,1.20000000E+001,6.00000000E+000,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam279,beam,0,1.20000000E+001,0.00000000E+000,1.20000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam280,beam,0,1.20000000E+001,6.00000000E+000,1.20000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam281,beam,0,1.20000000E+001,1.20000000E+001,1.20000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam282,beam,0,1.80000000E+001,0.00000000E+000,1.80000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam283,beam,0,1.80000000E+001,6.00000000E+000,1.80000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam284,beam,0,1.80000000E+001,1.20000000E+001,1.80000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam285,beam,0,2.40000000E+001,0.00000000E+000,2.40000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam286,beam,0,2.40000000E+001,6.00000000E+000,2.40000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam287,beam,0,2.40000000E+001,1.20000000E+001,2.40000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam288,beam,0,3.00000000E+001,1.20000000E+001,3.00000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam289,beam,0,0.00000000E+000,0.00000000E+000,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam290,beam,0,6.00000000E+000,0.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam291,beam,0,1.20000000E+001,0.00000000E+000,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam292,beam,0,1.80000000E+001,0.00000000E+000,2.40000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam293,beam,0,0.00000000E+000,6.00000000E+000,6.00000000E+000,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam294,beam,0,6.00000000E+000,6.00000000E+000,1.20000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam295,beam,0,1.20000000E+001,6.00000000E+000,1.80000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam296,beam,0,1.80000000E+001,6.00000000E+000,2.40000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam297,beam,0,2.40000000E+001,6.00000000E+000,3.00000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam298,beam,0,0.00000000E+000,1.20000000E+001,6.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam299,beam,0,6.00000000E+000,1.20000000E+001,1.20000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam300,beam,0,1.20000000E+001,1.20000000E+001,1.80000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam301,beam,0,1.80000000E+001,1.20000000E+001,2.40000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam302,beam,0,0.00000000E+000,1.80000000E+001,6.00000000E+000,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam303,beam,0,6.00000000E+000,1.80000000E+001,1.20000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam304,beam,0,1.20000000E+001,1.80000000E+001,1.80000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam305,beam,0,1.80000000E+001,1.80000000E+001,2.40000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam306,beam,0,2.40000000E+001,1.80000000E+001,3.00000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam307,beam,0,3.00000000E+000,1.80000000E+001,3.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam308,beam,0,3.00000000E+000,1.20000000E+001,3.00000000E+000,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam309,beam,0,9.00000000E+000,1.80000000E+001,9.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam310,beam,0,9.00000000E+000,1.20000000E+001,9.00000000E+000,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam311,beam,0,1.50000000E+001,1.80000000E+001,1.50000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam312,beam,0,1.50000000E+001,1.20000000E+001,1.50000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam313,beam,0,1.50000000E+001,6.00000000E+000,1.50000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam314,beam,0,2.10000000E+001,1.80000000E+001,2.10000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam315,beam,0,2.10000000E+001,1.20000000E+001,2.10000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam316,beam,0,2.10000000E+001,6.00000000E+000,2.10000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam317,beam,0,2.70000000E+001,1.80000000E+001,2.70000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam318,beam,0,9.00000000E+000,6.00000000E+000,9.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam319,beam,0,3.00000000E+000,6.00000000E+000,3.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
beam320,beam,0,2.70000000E+001,1.20000000E+001,2.70000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,6.00000000E+000,0.00000000E+000
